iter,ticks_until_defeat,mage_dmg_percent,range_dmg_percent,proc_percent
85,160,60.31645569620253,39.68354430379747,34.476190476190474
92,136,55.403800475059384,44.596199524940616,31.276190476190475
98,128,53.560176433522365,46.43982356647763,34.97142857142857
93,124,60.48780487804878,39.51219512195122,32.95238095238095
97,140,60.858742999377725,39.141257000622275,34.20952380952381
94,136,55.069823922282936,44.93017607771706,32.68571428571428
96,144,51.96950444726811,48.03049555273189,34.7047619047619
95,148,57.3852922690132,42.6147077309868,34.05714285714286
99,168,56.746287927695285,43.253712072304715,34.8952380952381
100,144,56.375,43.625,33.714285714285715
105,116,56.257668711656436,43.74233128834356,34.095238095238095
101,132,51.72622652937614,48.273773470623865,32.53333333333333
103,124,51.45808019441069,48.54191980558931,32.72380952380952
104,132,46.53035935563817,53.46964064436184,33.94285714285714
107,128,53.6887786732796,46.3112213267204,33.98095238095238
102,140,61.386138613861384,38.613861386138616,33.86666666666667
106,136,46.56441717791411,53.43558282208589,33.33333333333333
108,152,54.55116133082235,45.448838669177654,33.98095238095238
112,132,55.51492992078001,44.48507007921999,32.91428571428571
111,136,63.874034462269755,36.125965537730245,31.314285714285717
110,124,58.80893300248139,41.19106699751861,34.01904761904762
109,152,55.00957243139758,44.99042756860243,34.97142857142857
113,140,57.95031055900621,42.04968944099379,34.095238095238095
116,128,51.545117428924605,48.4548825710754,33.79047619047619
122,124,60.035419126328215,39.964580873671785,30.8952380952381
114,124,46.78217821782179,53.21782178217822,33.86666666666667
115,144,57.5187969924812,42.4812030075188,33.86666666666667
119,136,54.03274711946634,45.96725288053366,32.60952380952381
117,140,56.330275229357795,43.669724770642205,33.14285714285714
120,140,50.123456790123456,49.876543209876544,33.714285714285715
123,128,45.284197376639604,54.715802623360396,34.43809523809524
118,164,56.29675810473815,43.70324189526185,32.800000000000004
125,116,50.75895567698846,49.241044323011536,33.44761904761905
127,120,56.06720597386434,43.93279402613566,34.97142857142857
121,164,56.99450213805742,43.00549786194258,31.542857142857144
126,148,49.453883495145625,50.54611650485437,31.885714285714283
128,120,64.40168370414912,35.59831629585087,32.838095238095235
129,124,45.0261780104712,54.973821989528794,29.942857142857143
124,180,56.6171723692705,43.3828276307295,34.8952380952381
132,124,41.64588528678304,58.35411471321695,34.32380952380952
131,132,51.71126322339763,48.28873677660236,34.20952380952381
133,140,63.109756097560975,36.890243902439025,32.95238095238095
134,140,45.293398533007334,54.706601466992666,33.1047619047619
137,144,50.89058524173028,49.10941475826972,34.78095238095238
136,120,52.20086794792312,47.79913205207688,34.74285714285714
138,148,52.41116751269036,47.588832487309645,34.62857142857143
140,120,54.355828220858896,45.644171779141104,34.095238095238095
141,120,51.49253731343284,48.507462686567166,34.93333333333333
142,120,57.55395683453237,42.44604316546763,32.647619047619045
135,152,53.79222434671765,46.20777565328235,34.8952380952381
130,156,58.53199498117942,41.46800501882058,33.94285714285714
139,136,54.13016270337923,45.86983729662077,34.55238095238095
145,124,60.880195599022,39.119804400978,33.1047619047619
146,124,57.8782172002511,42.1217827997489,34.74285714285714
144,128,64.03402187120292,35.96597812879708,32.72380952380952
143,124,51.76100628930818,48.23899371069182,34.85714285714286
148,132,60.36092097075295,39.63907902924704,34.20952380952381
149,152,52.24159402241594,47.75840597758406,33.48571428571429
147,120,53.23058684054535,46.76941315945465,31.923809523809528
150,136,50.988875154511746,49.011124845488254,33.79047619047619
154,124,64.62179868969625,35.37820131030375,31.466666666666665
155,108,53.85572139303483,46.14427860696517,34.93333333333333
151,156,51.410658307210035,48.589341692789965,33.904761904761905
156,124,47.29064039408867,52.70935960591133,33.561904761904756
152,132,52.696838189708615,47.303161810291385,33.98095238095238
153,148,58.75,41.25,33.714285714285715
159,140,58.684863523573206,41.3151364764268,34.01904761904762
158,164,61.55315085932527,38.44684914067473,34.05714285714286
163,120,56.837606837606835,43.162393162393165,33.79047619047619
160,152,50.0,50.0,34.93333333333333
157,148,54.23728813559322,45.76271186440678,33.98095238095238
161,140,62.278630460448646,37.72136953955136,30.8952380952381
162,156,57.14285714285714,42.857142857142854,33.06666666666666
165,144,52.92307692307693,47.07692307692308,32.761904761904766
164,164,57.052096569250324,42.94790343074968,33.94285714285714
167,132,47.17325227963526,52.82674772036474,32.761904761904766
169,124,59.561510353227774,40.43848964677223,32.87619047619047
166,144,62.922782386726226,37.077217613273774,34.97142857142857
171,140,50.36945812807881,49.63054187192118,33.561904761904756
172,116,58.527607361963184,41.47239263803681,34.095238095238095
168,160,53.27399872854418,46.72600127145582,34.74285714285714
175,120,60.29684601113172,39.70315398886827,34.59047619047619
170,148,57.45614035087719,42.54385964912281,33.86666666666667
176,144,58.02155992390615,41.97844007609385,34.59047619047619
173,140,52.298136645962735,47.701863354037265,34.095238095238095
178,140,54.35992578849722,45.640074211502785,33.82857142857143
180,124,56.06720597386434,43.93279402613566,34.20952380952381
177,152,59.95160314579552,40.048396854204476,31.695238095238093
174,144,52.765416401780044,47.234583598219956,34.74285714285714
179,148,58.61214374225526,41.38785625774473,33.180952380952384
182,112,55.17879161528977,44.82120838471023,34.4
181,132,55.02810743285447,44.97189256714553,34.43809523809524
186,120,53.58467243510506,46.41532756489493,34.55238095238095
183,132,57.223264540337716,42.77673545966229,34.51428571428571
185,132,53.09181761399125,46.90818238600875,34.43809523809524
184,156,57.82828282828283,42.17171717171717,34.32380952380952
187,132,48.194271481942714,51.80572851805728,34.24761904761905
188,120,53.97902529302899,46.02097470697101,34.43809523809524
190,120,57.42574257425742,42.57425742574257,34.62857142857143
194,112,62.15722120658135,37.842778793418645,33.67619047619048
189,152,51.181592039801,48.818407960199,33.40952380952381
195,112,54.04411764705882,45.955882352941174,34.01904761904762
191,140,49.1640866873065,50.835913312693506,33.904761904761905
192,164,58.18294959551961,41.8170504044804,32.68571428571428
193,128,58.82352941176471,41.17647058823529,33.904761904761905
196,108,60.305810397553515,39.694189602446485,33.904761904761905
197,124,51.50375939849624,48.49624060150376,34.62857142857143
202,128,54.44579780755176,45.55420219244824,32.87619047619047
198,136,54.3050430504305,45.694956949569494,33.48571428571429
201,128,56.75675675675676,43.24324324324324,34.81904761904762
199,136,55.765595463138,44.234404536862,34.97142857142857
205,120,56.460502143294555,43.53949785670545,33.98095238095238
200,140,52.83132530120482,47.16867469879518,32.19047619047619
204,148,51.979886863607796,48.020113136392204,34.05714285714286
209,124,49.815498154981555,50.184501845018445,33.48571428571429
206,136,58.30346475507766,41.69653524492234,31.657142857142855
207,136,60.52796983029541,39.47203016970459,34.81904761904762
203,160,54.77230193387399,45.22769806612602,33.6
208,136,57.423312883435585,42.576687116564415,33.33333333333333
210,148,53.54141656662665,46.45858343337335,31.2
211,132,55.7204700061843,44.27952999381571,33.82857142857143
214,136,45.72142410993129,54.2785758900687,34.43809523809524
212,136,61.37366099558916,38.62633900441084,34.97142857142857
215,124,52.981795354676706,47.018204645323294,34.74285714285714
213,148,61.985018726591754,38.01498127340824,33.63809523809524
217,136,57.61342448725917,42.38657551274083,34.13333333333333
219,128,59.675405742821475,40.324594257178525,34.4
218,148,61.33250311332503,38.66749688667497,33.48571428571429
216,152,51.60692212608158,48.393077873918415,33.02857142857143
220,136,57.74818401937046,42.251815980629544,32.49523809523809
221,120,57.88819875776397,42.11180124223603,34.85714285714286
223,120,55.21091811414392,44.78908188585608,34.78095238095238
222,136,53.64321608040201,46.35678391959799,34.78095238095238
225,132,51.33457479826195,48.66542520173805,34.05714285714286
224,164,52.90363752393108,47.09636247606892,34.20952380952381
226,148,48.82688649334179,51.17311350665821,34.59047619047619
227,144,56.61577608142494,43.38422391857507,34.78095238095238
228,136,57.09068776628119,42.90931223371881,32.838095238095235
233,120,50.7185628742515,49.2814371257485,32.57142857142858
229,144,60.698412698412696,39.301587301587304,34.66666666666667
230,140,46.101903007980354,53.89809699201964,33.371428571428574
231,128,52.552926525529266,47.447073474470734,34.24761904761905
232,136,57.69712140175219,42.30287859824781,34.55238095238095
236,140,58.48595848595849,41.514041514041516,33.02857142857143
237,108,60.78665077473182,39.213349225268175,32.266666666666666
239,140,46.42857142857143,53.57142857142857,34.62857142857143
234,164,53.29601990049751,46.70398009950249,32.647619047619045
240,124,59.69962453066333,40.30037546933667,34.55238095238095
238,136,61.282516636418634,38.717483363581366,32.457142857142856
235,132,55.51401869158879,44.48598130841121,34.285714285714285
241,124,57.87259615384615,42.12740384615385,32.03809523809524
243,140,53.79310344827586,46.206896551724135,34.66666666666667
246,124,52.78121137206428,47.21878862793572,33.79047619047619
242,140,55.223880597014926,44.776119402985074,34.17142857142857
244,152,49.123904881101375,50.876095118898625,33.79047619047619
248,140,53.07788944723618,46.92211055276382,34.78095238095238
245,148,40.733830845771145,59.266169154228855,33.40952380952381
247,144,55.949367088607595,44.050632911392405,34.476190476190474
249,136,59.286146400483965,40.71385359951603,32.457142857142856
250,136,56.00947306098283,43.99052693901717,31.085714285714282
251,136,58.34319526627218,41.65680473372781,31.047619047619047
255,124,58.88077858880778,41.119221411192214,32.800000000000004
252,132,55.272952853598014,44.72704714640198,34.01904761904762
253,132,55.80110497237569,44.19889502762431,33.371428571428574
254,136,61.60337552742617,38.39662447257383,32.22857142857143
256,140,53.04347826086957,46.95652173913044,34.095238095238095
261,120,56.89548546691404,43.10451453308596,34.59047619047619
260,112,60.34589252625078,39.65410747374923,34.51428571428571
259,132,55.00610500610501,44.993894993895,33.02857142857143
257,132,51.897184822521425,48.10281517747858,33.180952380952384
263,128,59.323076923076925,40.676923076923075,33.523809523809526
258,152,57.356608478803,42.643391521197,33.561904761904756
262,124,57.276702061211736,42.72329793878826,34.43809523809524
265,124,55.72979493365501,44.27020506634499,32.266666666666666
266,120,50.212507589556765,49.78749241044323,33.44761904761905
264,140,57.17761557177615,42.82238442822384,32.800000000000004
268,132,60.76784643071386,39.23215356928614,31.923809523809528
267,148,57.16096324461344,42.839036755386566,34.55238095238095
276,120,53.232382061735585,46.767617938264415,30.78095238095238
271,132,53.434152488972906,46.565847511027094,34.97142857142857
270,140,54.808877928483355,45.191122071516645,33.63809523809524
279,116,58.42970176506391,41.57029823493609,33.6
269,152,47.16740929344367,52.83259070655634,34.81904761904762
272,140,54.74544311753614,45.25455688246386,34.81904761904762
277,140,54.151838671411625,45.848161328588375,31.2
274,120,51.81986428130784,48.18013571869216,34.43809523809524
275,148,57.592592592592595,42.407407407407405,32.95238095238095
273,136,51.533373421527365,48.466626578472635,32.076190476190476
280,124,58.40597758405978,41.59402241594022,34.24761904761905
282,124,41.12903225806452,58.87096774193549,34.01904761904762
278,144,58.254269449715366,41.745730550284634,34.43809523809524
281,136,51.9159456118665,48.084054388133495,33.79047619047619
283,140,66.10169491525424,33.89830508474576,32.49523809523809
287,124,51.89873417721519,48.10126582278481,32.22857142857143
290,132,53.98119122257054,46.01880877742946,34.66666666666667
284,148,52.869897959183675,47.130102040816325,34.93333333333333
288,140,61.40776699029126,38.592233009708735,32.647619047619045
289,132,52.59661835748793,47.40338164251207,32.34285714285715
293,136,59.147095179233624,40.852904820766376,33.79047619047619
285,144,60.864040660736975,39.135959339263025,34.7047619047619
286,136,56.148055207026346,43.851944792973654,34.7047619047619
294,124,58.54727614276769,41.45272385723231,34.59047619047619
291,116,64.76426799007444,35.235732009925556,34.78095238095238
292,156,51.96506550218341,48.03493449781659,33.6
296,132,60.78431372549019,39.21568627450981,33.25714285714286
295,136,58.9161940768746,41.0838059231254,34.97142857142857
297,152,51.15842204132749,48.84157795867251,33.82857142857143
298,132,62.29102167182663,37.70897832817337,33.904761904761905
299,120,55.024509803921575,44.97549019607843,34.01904761904762
300,132,54.09631019387117,45.90368980612883,34.51428571428571
302,136,61.67182662538699,38.328173374613,33.904761904761905
304,132,57.03971119133574,42.96028880866426,32.114285714285714
303,124,56.882463859208045,43.117536140791955,34.81904761904762
306,124,59.33456561922365,40.66543438077634,33.6
301,148,63.445645263827075,36.55435473617292,34.74285714285714
305,132,58.68631062001227,41.31368937998772,33.371428571428574
308,132,58.375,41.625,34.476190476190474
311,136,59.475566150178786,40.524433849821214,31.504761904761903
307,132,62.094304960195956,37.905695039804044,33.21904761904762
310,136,54.73053892215569,45.26946107784431,31.80952380952381
309,152,60.604153555695405,39.395846444304595,34.13333333333333
313,124,54.47204968944099,45.52795031055901,34.095238095238095
314,140,63.26034063260341,36.73965936739659,32.800000000000004
312,168,55.74935400516796,44.25064599483204,34.93333333333333
318,124,51.75757575757576,48.24242424242424,32.57142857142858
317,140,61.615529117094546,38.38447088290545,34.59047619047619
315,168,56.98856416772554,43.01143583227446,33.94285714285714
320,116,64.27267194157031,35.727328058429705,33.6
321,140,56.16010006253909,43.83989993746091,34.51428571428571
319,140,64.3706950532248,35.6293049467752,34.59047619047619
322,116,51.98776758409785,48.01223241590214,33.904761904761905
316,144,54.97481108312342,45.02518891687657,34.17142857142857
323,116,48.258706467661696,51.741293532338304,34.93333333333333
324,144,50.38022813688213,49.619771863117876,34.55238095238095
328,120,58.97586815773985,41.024131842260154,31.466666666666665
325,148,50.877192982456144,49.122807017543856,33.86666666666667
326,144,54.816656308266,45.183343691733995,33.371428571428574
327,136,59.96365838885524,40.03634161114476,32.53333333333333
330,128,59.535452322738394,40.46454767726161,33.1047619047619
329,184,45.018450184501845,54.981549815498155,31.2
333,124,68.27458256029685,31.72541743970315,33.82857142857143
335,140,50.60827250608273,49.39172749391727,32.800000000000004
331,136,56.13608748481167,43.86391251518834,32.72380952380952
334,132,57.5107296137339,42.48927038626609,33.2952380952381
332,152,64.13529036375239,35.8647096362476,34.97142857142857
340,124,57.30061349693252,42.69938650306748,33.33333333333333
337,148,50.90006207324643,49.09993792675357,33.2952380952381
338,124,55.18925518925519,44.810744810744815,33.02857142857143
339,148,50.998751560549316,49.001248439450684,33.63809523809524
336,148,59.08810844115835,40.91189155884165,32.838095238095235
344,128,54.2785758900687,45.72142410993129,34.43809523809524
341,116,57.0993296770262,42.900670322973795,33.67619047619048
343,144,55.12412476129853,44.87587523870146,34.81904761904762
345,140,55.52795031055901,44.47204968944099,34.095238095238095
346,124,52.57924176507147,47.42075823492853,34.13333333333333
342,144,46.873065015479874,53.126934984520126,33.14285714285714
347,136,53.333333333333336,46.666666666666664,34.285714285714285
349,128,57.492163009404386,42.50783699059561,34.66666666666667
355,116,55.97792765174739,44.02207234825261,34.05714285714286
348,136,65.5952380952381,34.404761904761905,31.428571428571427
351,156,63.65372374283895,36.346276257161044,34.81904761904762
353,120,53.922174181593576,46.077825818406424,34.51428571428571
350,140,57.15181932245922,42.848180677540775,34.7047619047619
352,152,50.85158150851582,49.148418491484186,32.03809523809524
354,148,54.57335788827502,45.42664211172499,32.60952380952381
356,148,57.377049180327866,42.62295081967213,31.923809523809528
357,132,53.015075376884425,46.984924623115575,34.78095238095238
359,144,57.04314720812182,42.95685279187818,34.62857142857143
358,140,51.24533001245331,48.7546699875467,34.24761904761905
361,144,53.1328320802005,46.8671679197995,33.86666666666667
362,140,58.88544891640867,41.11455108359133,33.904761904761905
363,132,54.84276729559748,45.15723270440252,34.85714285714286
364,124,58.14098565190269,41.85901434809732,34.36190476190476
360,152,57.969230769230776,42.03076923076923,32.761904761904766
365,136,53.48837209302325,46.51162790697674,34.81904761904762
368,128,64.6875,35.3125,34.476190476190474
366,128,49.74968710888611,50.25031289111389,34.55238095238095
369,132,54.82110369921165,45.17889630078836,32.60952380952381
367,152,49.11423335369579,50.88576664630422,32.304761904761904
370,140,45.51638837353123,54.483611626468765,33.82857142857143
373,124,57.510999371464486,42.489000628535514,34.81904761904762
372,128,62.78496611213802,37.21503388786198,33.6
371,152,51.28849780012571,48.71150219987429,34.05714285714286
376,120,58.042813455657495,41.957186544342505,33.904761904761905
374,144,61.619283065512974,38.38071693448702,33.02857142857143
377,120,51.437125748503,48.56287425149701,32.57142857142858
375,136,51.6728624535316,48.3271375464684,33.94285714285714
382,132,58.85256014805675,41.14743985194325,33.67619047619048
379,124,52.25846925972396,47.74153074027603,34.7047619047619
378,148,56.97530864197531,43.02469135802469,32.95238095238095
381,148,60.72545340838024,39.27454659161976,33.75238095238095
380,136,60.0125156445557,39.9874843554443,34.55238095238095
384,140,48.10281517747858,51.897184822521425,33.180952380952384
383,144,53.483992467043315,46.516007532956685,33.98095238095238
388,140,55.72380375529982,44.27619624470018,32.53333333333333
386,136,55.85365853658537,44.146341463414636,32.95238095238095
385,148,65.05441354292624,34.945586457073766,31.657142857142855
387,140,56.96361355081556,43.03638644918444,34.7047619047619
389,136,57.276119402985074,42.723880597014926,34.17142857142857
390,120,55.88412794206397,44.11587205793603,33.06666666666666
392,128,60.24844720496895,39.75155279503105,34.095238095238095
393,124,56.180469715698386,43.81953028430161,33.79047619047619
396,124,62.47666459240821,37.52333540759179,34.20952380952381
391,156,51.08433734939759,48.91566265060241,31.428571428571427
397,116,51.54451847365233,48.45548152634767,33.2952380952381
394,136,58.49529780564263,41.50470219435737,34.66666666666667
399,120,52.89359054138145,47.10640945861854,34.97142857142857
395,144,42.2544080604534,57.7455919395466,34.17142857142857
401,120,59.2707045735476,40.72929542645241,34.55238095238095
398,136,56.833232992173386,43.166767007826614,32.15238095238095
400,124,57.87567893783947,42.12432106216053,32.304761904761904
403,140,48.862275449101794,51.1377245508982,31.80952380952381
402,132,52.30953809238152,47.69046190761848,31.923809523809528
404,120,54.43645083932853,45.563549160671464,32.647619047619045
406,124,45.319280843149414,54.680719156850586,33.98095238095238
407,132,47.13574097135741,52.86425902864259,34.24761904761905
405,128,62.546816479400746,37.453183520599254,34.4
408,140,54.226675015654344,45.77332498434565,34.59047619047619
409,148,55.30759951749096,44.69240048250905,31.504761904761903
410,124,48.42767295597484,51.57232704402516,34.85714285714286
415,132,61.762880198634384,38.23711980136561,34.05714285714286
412,160,54.99058380414312,45.00941619585687,33.98095238095238
414,156,53.68156073001889,46.31843926998112,34.13333333333333
413,144,61.93428394296342,38.06571605703658,33.21904761904762
411,180,58.790523690773064,41.209476309226936,32.800000000000004
419,144,50.50761421319797,49.49238578680203,34.62857142857143
418,124,61.23456790123457,38.76543209876544,33.714285714285715
416,132,56.40547263681592,43.59452736318408,34.17142857142857
417,152,48.7468671679198,51.253132832080205,33.86666666666667
420,124,55.118601747815234,44.881398252184766,34.4
423,124,56.49271844660194,43.50728155339806,32.647619047619045
422,136,51.59952606635071,48.40047393364929,31.123809523809527
421,132,59.337913803872574,40.662086196127426,34.43809523809524
426,124,55.878928987194406,44.121071012805594,29.98095238095238
424,116,58.07214665878179,41.92785334121821,31.771428571428572
425,132,49.84443061605476,50.15556938394524,34.20952380952381
429,140,56.29675810473815,43.70324189526185,34.32380952380952
428,144,51.44972239358421,48.55027760641579,32.91428571428571
427,152,58.89724310776943,41.10275689223057,33.86666666666667
436,152,63.58454718176061,36.41545281823939,34.51428571428571
430,124,52.19271155033972,47.807288449660284,33.75238095238095
433,136,59.121415497254425,40.878584502745575,32.990476190476194
438,124,53.20074580484773,46.799254195152265,34.13333333333333
431,156,51.9159456118665,48.084054388133495,33.02857142857143
437,144,52.767527675276746,47.23247232472325,32.72380952380952
435,152,62.26650062266501,37.733499377334994,33.48571428571429
432,144,55.6656346749226,44.3343653250774,33.14285714285714
439,140,56.63939584644431,43.36060415355569,34.8952380952381
434,144,58.5,41.5,33.714285714285715
441,136,51.10712148414124,48.89287851585877,31.771428571428572
440,120,48.98461538461538,51.01538461538462,34.285714285714285
443,136,58.81284070260448,41.18715929739552,32.53333333333333
444,124,51.277372262773724,48.722627737226276,32.800000000000004
442,148,43.85221078134464,56.14778921865536,31.771428571428572
450,140,57.77089783281733,42.22910216718267,33.904761904761905
452,136,50.725513905683194,49.274486094316806,32.41904761904762
451,132,64.76130653266333,35.23869346733669,34.78095238095238
454,116,52.737226277372265,47.262773722627735,33.561904761904756
449,152,55.75221238938053,44.24778761061947,34.4
447,148,52.324120603015075,47.675879396984925,34.01904761904762
448,144,56.9375,43.0625,33.714285714285715
458,116,41.208791208791204,58.791208791208796,33.79047619047619
446,128,67.2,32.800000000000004,33.523809523809526
453,140,51.533373421527365,48.466626578472635,32.076190476190476
445,164,56.77179962894249,43.22820037105751,32.304761904761904
456,148,55.202492211838006,44.797507788161994,33.523809523809526
457,124,55.46583850931677,44.534161490683225,34.095238095238095
459,144,50.41480536056159,49.58519463943842,34.97142857142857
455,144,57.631412286257124,42.368587713742876,34.51428571428571
460,148,50.741656365883806,49.258343634116194,33.02857142857143
462,132,56.31901840490797,43.68098159509202,33.33333333333333
464,120,55.603448275862064,44.396551724137936,34.32380952380952
463,148,47.61904761904761,52.38095238095239,33.86666666666667
461,144,48.52849092047589,51.471509079524104,33.82857142857143
466,120,58.03461063040791,41.96538936959209,34.55238095238095
465,148,66.35802469135803,33.641975308641975,32.95238095238095
470,136,54.75903614457831,45.24096385542168,32.19047619047619
472,124,49.357798165137616,50.64220183486239,33.14285714285714
467,160,55.203045685279186,44.79695431472081,34.62857142857143
468,128,56.95652173913044,43.04347826086957,34.095238095238095
473,140,61.84291898577613,38.15708101422387,33.82857142857143
471,140,59.66334164588528,40.33665835411471,34.32380952380952
469,148,49.25650557620818,50.74349442379182,33.180952380952384
475,144,57.631412286257124,42.368587713742876,34.51428571428571
477,140,57.06214689265536,42.93785310734463,34.74285714285714
478,120,54.449938195302835,45.55006180469716,34.55238095238095
476,144,53.4471853257432,46.5528146742568,34.43809523809524
474,148,61.59554730983302,38.40445269016698,33.06666666666666
479,144,52.116234996841435,47.88376500315856,34.36190476190476
483,124,56.47130647130647,43.52869352869353,33.02857142857143
489,124,53.09568480300187,46.90431519699813,34.51428571428571
482,124,53.144654088050316,46.855345911949684,34.85714285714286
486,124,56.029684601113175,43.970315398886825,33.82857142857143
480,132,60.82783443311338,39.172165566886626,31.923809523809528
488,124,60.2286401925391,39.7713598074609,32.114285714285714
481,140,60.81504702194357,39.18495297805642,34.66666666666667
485,136,55.770430442919526,44.229569557080474,34.36190476190476
487,140,53.37461300309597,46.62538699690402,33.904761904761905
484,128,52.5077399380805,47.4922600619195,33.904761904761905
490,136,58.328095537397864,41.671904462602136,34.81904761904762
492,120,53.28162291169451,46.71837708830549,32.34285714285715
491,148,63.941698352344744,36.05830164765526,34.55238095238095
493,140,54.824561403508774,45.17543859649123,34.62857142857143
495,124,57.942238267148014,42.057761732851986,32.114285714285714
496,128,60.26977314530962,39.73022685469038,33.2952380952381
499,132,53.77942998760843,46.220570012391576,33.94285714285714
494,152,55.71608040201005,44.28391959798995,34.01904761904762
505,116,51.01041028781383,48.98958971218616,33.98095238095238
497,120,56.50030807147258,43.49969192852742,34.36190476190476
498,136,52.93390982087709,47.06609017912292,33.75238095238095
504,148,55.83596214511041,44.164037854889585,34.285714285714285
