iter,ticks_until_defeat,mage_dmg_percent,range_dmg_percent,proc_percent
1,140,49.84247006931317,50.15752993068683,34.97142857142857
8,144,58.9319771137953,41.0680228862047,34.74285714285714
5,124,56.511350059737154,43.48864994026284,31.657142857142855
12,140,55.379939209726444,44.620060790273556,32.761904761904766
11,124,63.18096430807765,36.81903569192235,34.59047619047619
13,136,58.48353014294593,41.51646985705407,34.13333333333333
3,148,54.53416149068323,45.46583850931677,33.33333333333333
4,132,56.199376947040506,43.8006230529595,34.285714285714285
2,132,57.407407407407405,42.592592592592595,31.657142857142855
15,136,55.947136563876654,44.052863436123346,34.8952380952381
6,136,56.763285024154584,43.23671497584541,32.34285714285715
7,140,56.56819610307983,43.43180389692017,34.81904761904762
16,132,52.88753799392097,47.11246200607903,32.761904761904766
14,128,56.451612903225815,43.54838709677419,34.01904761904762
10,152,53.36294416243654,46.63705583756345,34.62857142857143
9,164,47.831398900427615,52.168601099572385,31.542857142857144
18,112,59.60832313341493,40.39167686658507,33.94285714285714
17,140,53.75757575757576,46.24242424242424,32.57142857142858
23,124,59.54773869346733,40.45226130653266,34.78095238095238
29,140,60.024301336573515,39.97569866342649,32.72380952380952
30,124,54.694391934467546,45.30560806553245,34.97142857142857
27,140,56.180469715698386,43.81953028430161,33.79047619047619
20,140,53.515151515151516,46.484848484848484,32.57142857142858
25,148,48.04226227470478,51.95773772529522,33.371428571428574
22,132,57.38423028785983,42.61576971214018,34.55238095238095
19,120,54.09535452322738,45.904645476772615,33.86666666666667
28,144,55.01269035532995,44.98730964467005,34.62857142857143
21,148,46.586102719033235,53.41389728096677,31.61904761904762
26,144,49.174078780177894,50.82592121982211,34.7047619047619
32,136,52.26860254083484,47.73139745916515,32.457142857142856
31,136,58.283313325330134,41.716686674669866,31.961904761904762
24,140,60.6455617628802,39.3544382371198,34.05714285714286
34,144,52.06349206349207,47.93650793650794,34.66666666666667
33,124,55.70175438596491,44.29824561403509,34.62857142857143
39,132,59.47592931139549,40.52407068860451,32.91428571428571
42,132,52.89408866995073,47.10591133004926,33.561904761904756
36,124,49.50556242274413,50.494437577255866,33.79047619047619
40,144,60.81582200247219,39.18417799752781,33.02857142857143
38,140,54.931335830212234,45.068664169787766,34.4
45,120,47.31563421828909,52.684365781710916,31.61904761904762
35,156,55.35491905354919,44.64508094645081,33.48571428571429
41,124,50.597371565113505,49.402628434886495,31.657142857142855
46,116,52.65760197775031,47.3423980222497,34.55238095238095
43,124,50.094398993077405,49.905601006922595,34.8952380952381
44,164,46.37865311308767,53.62134688691233,33.94285714285714
47,136,60.894206549118394,39.105793450881606,34.93333333333333
48,148,59.44931163954944,40.550688360450565,33.79047619047619
37,132,48.282208588957054,51.717791411042946,33.33333333333333
49,152,51.89393939393939,48.10606060606061,34.32380952380952
50,136,51.21646912039925,48.783530879600754,34.36190476190476
53,156,47.65478424015009,52.34521575984991,33.75238095238095
51,132,49.85020970641102,50.14979029358898,31.847619047619048
55,140,56.014580801944106,43.985419198055894,32.72380952380952
57,132,46.612802983219396,53.387197016780604,34.13333333333333
